video_id,is_scripted,weather,time,PM_code
C000003_034_0450_C_N_F_0,0,F,N,13
C000003_034_0450_C_N_F_0,0,F,N,18
C000003_036_0026_C_N_F_0,0,F,N,17
C000003_036_0026_C_N_F_0,0,F,N,18
C000003_036_0026_C_N_F_0,0,F,N,18
C000003_036_0143_C_N_F_0,0,F,N,17
C000003_036_0143_C_N_F_0,0,F,N,18
C000003_036_0143_C_N_F_0,0,F,N,18
C000003_036_0156_C_N_F_0,0,F,N,17
C000003_036_0156_C_N_F_0,0,F,N,18
C000003_036_0156_C_N_F_0,0,F,N,18
C000003_037_0162_C_N_F_0,0,F,N,17
C000003_037_0162_C_N_F_0,0,F,N,18
C000003_037_0162_C_N_F_0,0,F,N,18
C000003_037_0180_C_N_F_0,0,F,N,17
C000003_037_0180_C_N_F_0,0,F,N,18
C000003_037_0180_C_N_F_0,0,F,N,18
C000003_037_0198_C_N_F_0,0,F,N,17
C000003_037_0198_C_N_F_0,0,F,N,17
C000003_037_0198_C_N_F_0,0,F,N,18
C000003_037_0198_C_N_F_0,0,F,N,18
C000003_037_0234_C_N_F_0,0,F,N,17
C000003_037_0234_C_N_F_0,0,F,N,18
C000003_037_0234_C_N_F_0,0,F,N,18
C000003_037_0252_C_N_F_0,0,F,N,17
C000003_037_0252_C_N_F_0,0,F,N,18
C000003_037_0252_C_N_F_0,0,F,N,18
C000003_037_0324_C_N_F_0,0,F,N,17
C000003_037_0324_C_N_F_0,0,F,N,18
C000003_037_0324_C_N_F_0,0,F,N,18
C000003_038_0024_C_N_F_0,0,F,N,17
C000003_038_0024_C_N_F_0,0,F,N,18
C000003_038_0024_C_N_F_0,0,F,N,18
C000003_045_0050_C_N_F_0,0,F,N,13
C000003_047_0108_C_N_F_0,0,F,N,18
C000003_052_0285_C_N_F_0,0,F,N,18
C000003_056_0210_C_N_F_0,0,F,N,13
C000003_056_0210_C_N_F_0,0,F,N,18
C000003_082_0090_C_N_F_0,0,F,N,14
C000003_082_0090_C_N_F_0,0,F,N,14
C000003_082_0108_C_N_F_0,0,F,N,14
C000003_082_0108_C_N_F_0,0,F,N,14
C000003_093_0403_C_N_F_0,0,F,N,13
C000003_094_0010_C_N_F_0,0,F,N,13
C000003_117_0030_C_N_F_0,0,F,N,13
C000003_117_0030_C_N_F_0,0,F,N,17
C000003_138_0192_C_N_F_0,0,F,N,13
C000003_138_0192_C_N_F_0,0,F,N,13
C000003_138_0192_C_N_F_0,0,F,N,13
C000003_139_0135_C_N_F_0,0,F,N,13
C000003_149_0070_C_N_F_0,0,F,N,13
C000003_149_0070_C_N_F_0,0,F,N,13
C000003_169_0247_C_N_F_0,0,F,N,13
C000003_169_0247_C_N_F_0,0,F,N,13
C000003_169_0247_C_N_F_0,0,F,N,13
C000003_171_0105_C_N_F_0,0,F,N,13
C000003_171_0105_C_N_F_0,0,F,N,18
C000003_174_0180_C_N_F_0,0,F,N,13
C000003_174_0180_C_N_F_0,0,F,N,13
C000003_174_0180_C_N_F_0,0,F,N,18
C000003_189_0204_C_N_F_0,0,F,N,13
C000003_189_0204_C_N_F_0,0,F,N,13
C000003_207_0144_C_N_F_0,0,F,N,17
C000003_207_0144_C_N_F_0,0,F,N,17
C000003_207_0144_C_N_F_0,0,F,N,17
C000003_208_0021_C_N_F_0,0,F,N,17
C000003_208_0021_C_N_F_0,0,F,N,17
C000003_219_0600_C_N_F_0,0,F,N,13
C000003_219_0600_C_N_F_0,0,F,N,14
C000003_223_0040_C_N_F_0,0,F,N,13
C000003_223_0152_C_N_F_0,0,F,N,13
C000003_223_0152_C_N_F_0,0,F,N,13
C000003_227_0064_C_N_F_0,0,F,N,13
C000003_227_0064_C_N_F_0,0,F,N,18
C000003_227_0160_C_N_F_0,0,F,N,13
C000003_227_0160_C_N_F_0,0,F,N,18
C000003_242_0136_C_N_F_0,0,F,N,13
C000003_251_0135_C_N_F_0,0,F,N,13
C000003_251_0135_C_N_F_0,0,F,N,13
C000003_254_0042_C_N_F_0,0,F,N,13
C000003_257_0117_C_N_F_0,0,F,N,13
C000003_259_0091_C_N_F_0,0,F,N,13
C000003_259_0091_C_N_F_0,0,F,N,13
C000003_259_0112_C_N_F_0,0,F,N,18
C000003_260_0120_C_N_F_0,0,F,N,17
C000003_263_0096_C_N_F_0,0,F,N,13
C000003_263_0096_C_N_F_0,0,F,N,17
C000003_275_0009_C_N_F_0,0,F,N,18
C000003_276_0084_C_N_F_0,0,F,N,13
C000003_279_0096_C_N_F_0,0,F,N,18
C000003_284_0020_C_N_F_0,0,F,N,13
C000003_284_0020_C_N_F_0,0,F,N,17
C000003_284_0020_C_N_F_0,0,F,N,18
C000003_284_0060_C_N_F_0,0,F,N,14
C000003_284_0060_C_N_F_0,0,F,N,17
C000003_284_0060_C_N_F_0,0,F,N,18
C000003_284_0080_C_N_F_0,0,F,N,14
C000003_284_0080_C_N_F_0,0,F,N,17
C000003_284_0080_C_N_F_0,0,F,N,18
C000003_292_0105_C_N_F_0,0,F,N,14
C000003_293_0016_C_N_F_0,0,F,N,14
C000003_293_0080_C_N_F_0,0,F,N,14
C000003_295_0090_C_N_F_0,0,F,N,13
C000003_295_0090_C_N_F_0,0,F,N,14
C000003_295_0090_C_N_F_0,0,F,N,18
C000003_295_0100_C_N_F_0,0,F,N,13
C000003_295_0100_C_N_F_0,0,F,N,14
C000003_295_0100_C_N_F_0,0,F,N,18
C000003_306_0152_C_N_F_0,0,F,N,13
C000003_306_0152_C_N_F_0,0,F,N,17
C000003_306_0152_C_N_F_0,0,F,N,17
C000003_306_0152_C_N_F_0,0,F,N,17
C000003_367_0050_C_N_F_0,0,F,N,14
C000004_033_0024_C_D_F_0,0,F,D,13
C000004_033_0024_C_D_F_0,0,F,D,13
C000004_041_0182_C_D_F_0,0,F,D,17
C000004_041_0247_C_D_F_0,0,F,D,17
C000004_047_0036_C_D_F_0,0,F,D,18
C000004_047_0162_C_D_F_0,0,F,D,18
C000004_048_0162_C_D_F_0,0,F,D,18
C000004_049_0220_C_D_F_0,0,F,D,17
C000004_049_0220_C_D_F_0,0,F,D,18
C000004_050_0060_C_D_F_0,0,F,D,18
C000004_050_0096_C_D_F_0,0,F,D,18
C000004_052_0110_C_D_F_0,0,F,D,17
C000004_052_0110_C_D_F_0,0,F,D,18
C000004_054_0160_C_D_F_0,0,F,D,18
C000004_079_0060_C_D_F_0,0,F,D,17
C000006_013_0252_C_D_F_0,0,F,D,13
C000006_069_0135_C_D_F_0,0,F,D,13
C000006_069_0135_C_D_F_0,0,F,D,13
C000006_073_0143_C_D_F_0,0,F,D,13
C000006_090_0288_C_D_F_0,0,F,D,13
C000006_091_0189_C_D_F_0,0,F,D,18
C000006_091_0216_C_D_F_0,0,F,D,16
C000006_093_0063_C_D_F_0,0,F,D,18
C000006_103_0130_C_D_F_0,0,F,D,15
C000006_109_0016_C_D_F_0,0,F,D,13
C000007_000_0112_C_D_F_0,0,F,D,13
C000007_000_0224_C_D_F_0,0,F,D,18
C000007_000_0308_C_D_F_0,0,F,D,18
C000007_012_0045_C_D_F_0,0,F,D,13
C000007_015_0030_C_D_F_0,0,F,D,13
C000007_015_0030_C_D_F_0,0,F,D,18
C000007_015_0070_C_D_F_0,0,F,D,13
C000007_015_0070_C_D_F_0,0,F,D,17
C000007_015_0070_C_D_F_0,0,F,D,18
C000007_027_0060_C_D_F_0,0,F,D,18
C000007_027_0255_C_D_F_0,0,F,D,13
C000007_030_0156_C_D_F_0,0,F,D,14
C000008_043_0224_C_D_F_0,0,F,D,13
C000008_052_0057_C_D_F_0,0,F,D,18
C000008_052_0076_C_D_F_0,0,F,D,18
C000008_056_0540_C_D_F_0,0,F,D,17
C000008_056_0570_C_D_F_0,0,F,D,17
C000008_062_0105_C_D_F_0,0,F,D,18
C000008_100_0090_C_D_F_0,0,F,D,18
C000008_151_0420_C_D_F_0,0,F,D,17
C000008_152_0306_C_D_F_0,0,F,D,13
C000008_152_0306_C_D_F_0,0,F,D,17
C000008_152_0306_C_D_F_0,0,F,D,18
C000008_152_0340_C_D_F_0,0,F,D,17
C000008_152_0340_C_D_F_0,0,F,D,18
C000008_152_0340_C_D_F_0,0,F,D,18
C000008_152_0442_C_D_F_0,0,F,D,17
C000008_152_0442_C_D_F_0,0,F,D,18
C000008_152_0442_C_D_F_0,0,F,D,18
C000009_000_0084_C_D_F_0,0,F,D,13
C000009_000_0120_C_D_F_0,0,F,D,13
C000009_008_0152_C_D_F_0,0,F,D,13
C000009_008_0152_C_D_F_0,0,F,D,18
C000009_017_0096_C_D_F_0,0,F,D,18
C000009_017_0304_C_D_F_0,0,F,D,18
C000009_020_0304_C_D_F_0,0,F,D,18
C000009_021_0030_C_D_F_0,0,F,D,16
C000009_021_0030_C_D_F_0,0,F,D,18
C000009_024_0240_C_D_F_0,0,F,D,17
C000009_026_0013_C_D_F_0,0,F,D,13
C000009_026_0013_C_D_F_0,0,F,D,16
C000009_026_0052_C_D_F_0,0,F,D,16
C000009_026_0078_C_D_F_0,0,F,D,13
C000009_026_0078_C_D_F_0,0,F,D,13
C000009_036_0110_C_D_F_0,0,F,D,18
C000009_036_0200_C_D_F_0,0,F,D,18
C000009_052_0024_C_D_F_0,0,F,D,13
C000009_052_0024_C_D_F_0,0,F,D,13
C000009_061_0176_C_D_F_0,0,F,D,13
C000009_067_0026_C_D_F_0,0,F,D,13
C000009_067_0130_C_D_F_0,0,F,D,18
C000009_067_0156_C_D_F_0,0,F,D,18
C000009_067_0208_C_D_F_0,0,F,D,18
C000009_070_0200_C_D_F_0,0,F,D,13
C000009_083_0204_C_D_F_0,0,F,D,13
C000009_083_0204_C_D_F_0,0,F,D,13
C000009_083_0204_C_D_F_0,0,F,D,18
C000009_087_0027_C_D_F_0,0,F,D,18
C000009_087_0027_C_D_F_0,0,F,D,19
C000009_087_0063_C_D_F_0,0,F,D,13
C000009_087_0063_C_D_F_0,0,F,D,18
C000010_037_0070_C_D_F_0,0,F,D,13
C000010_037_0070_C_D_F_0,0,F,D,18
C000010_037_0180_C_D_F_0,0,F,D,18
C000010_037_0190_C_D_F_0,0,F,D,18
C000010_037_0200_C_D_F_0,0,F,D,18
C000011_056_0060_C_D_F_0,0,F,D,16
C000011_058_0176_C_D_F_0,0,F,D,13
C000013_000_0270_C_D_R_0,0,R,D,13
C000013_002_0063_C_D_R_0,0,R,D,13
C000013_002_0063_C_D_R_0,0,R,D,13
C000013_005_0182_C_D_R_0,0,R,D,13
C000013_005_0182_C_D_R_0,0,R,D,17
C000013_005_0182_C_D_R_0,0,R,D,17
C000013_005_0195_C_D_R_0,0,R,D,13
C000013_005_0195_C_D_R_0,0,R,D,17
C000013_005_0195_C_D_R_0,0,R,D,17
C000013_007_0144_C_D_R_0,0,R,D,18
C000013_007_0144_C_D_R_0,0,R,D,18
C000013_007_0144_C_D_R_0,0,R,D,18
C000013_007_0144_C_D_R_0,0,R,D,18
C000013_007_0176_C_D_R_0,0,R,D,17
C000013_007_0176_C_D_R_0,0,R,D,18
C000013_007_0176_C_D_R_0,0,R,D,18
C000013_007_0176_C_D_R_0,0,R,D,18
C000013_007_0176_C_D_R_0,0,R,D,18
C000013_007_0192_C_D_R_0,0,R,D,17
C000013_007_0192_C_D_R_0,0,R,D,18
C000013_007_0192_C_D_R_0,0,R,D,18
C000013_007_0192_C_D_R_0,0,R,D,18
C000013_007_0192_C_D_R_0,0,R,D,18
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_024_0048_C_D_R_0,0,R,D,13
C000013_030_0072_C_D_R_0,0,R,D,18
C000013_030_0072_C_D_R_0,0,R,D,18
C000013_030_0084_C_D_R_0,0,R,D,18
C000013_030_0084_C_D_R_0,0,R,D,18
C000013_030_0168_C_D_R_0,0,R,D,18
C000013_035_0195_C_D_R_0,0,R,D,13
C000013_035_0195_C_D_R_0,0,R,D,13
C000013_035_0195_C_D_R_0,0,R,D,13
C000013_035_0195_C_D_R_0,0,R,D,13
C000013_036_0072_C_D_R_0,0,R,D,17
C000013_037_0169_C_D_R_0,0,R,D,17
C000013_037_0169_C_D_R_0,0,R,D,17
C000013_038_0024_C_D_R_0,0,R,D,17
C000013_038_0024_C_D_R_0,0,R,D,17
C000013_039_0120_C_D_R_0,0,R,D,17
C000013_039_0120_C_D_R_0,0,R,D,17
C000013_039_0120_C_D_R_0,0,R,D,17
C000013_039_0264_C_D_R_0,0,R,D,17
C000013_039_0312_C_D_R_0,0,R,D,17
C000013_040_0050_C_D_R_0,0,R,D,13
C000013_040_0050_C_D_R_0,0,R,D,17
C000013_040_0050_C_D_R_0,0,R,D,17
C000013_040_0050_C_D_R_0,0,R,D,17
C000013_040_0100_C_D_R_0,0,R,D,18
C000013_044_0228_C_D_R_0,0,R,D,17
C000013_044_0228_C_D_R_0,0,R,D,18
C000013_044_0240_C_D_R_0,0,R,D,17
C000013_044_0240_C_D_R_0,0,R,D,18
C000013_045_0324_C_D_R_0,0,R,D,17
C000013_045_0324_C_D_R_0,0,R,D,18
C000013_047_0038_C_D_R_0,0,R,D,13
C000013_047_0038_C_D_R_0,0,R,D,13
C000013_047_0171_C_D_R_0,0,R,D,13
C000013_047_0171_C_D_R_0,0,R,D,13
C000013_047_0228_C_D_R_0,0,R,D,13
C000013_047_0228_C_D_R_0,0,R,D,13
C000013_047_0266_C_D_R_0,0,R,D,13
C000013_047_0266_C_D_R_0,0,R,D,13
C000013_047_0285_C_D_R_0,0,R,D,13
C000013_047_0285_C_D_R_0,0,R,D,13
C000013_047_0342_C_D_R_0,0,R,D,13
C000013_047_0342_C_D_R_0,0,R,D,13
C000013_048_0150_C_D_R_0,0,R,D,13
C000013_048_0150_C_D_R_0,0,R,D,13
C000013_048_0300_C_D_R_0,0,R,D,17
C000013_048_0300_C_D_R_0,0,R,D,17
C000013_048_0510_C_D_R_0,0,R,D,13
C000013_048_0510_C_D_R_0,0,R,D,17
C000013_048_0510_C_D_R_0,0,R,D,19
C000013_052_0013_C_D_R_0,0,R,D,13
C000013_052_0013_C_D_R_0,0,R,D,13
C000013_052_0091_C_D_R_0,0,R,D,17
C000013_052_0091_C_D_R_0,0,R,D,17
C000013_052_0091_C_D_R_0,0,R,D,17
C000013_052_0182_C_D_R_0,0,R,D,17
C000013_052_0182_C_D_R_0,0,R,D,17
C000013_052_0182_C_D_R_0,0,R,D,18
C000013_054_0198_C_D_R_0,0,R,D,17
C000013_054_0198_C_D_R_0,0,R,D,17
C000013_055_0065_C_D_R_0,0,R,D,17
C000013_055_0130_C_D_R_0,0,R,D,17
C000013_055_0130_C_D_R_0,0,R,D,17
C000013_055_0130_C_D_R_0,0,R,D,17
C000013_055_0221_C_D_R_0,0,R,D,17
C000013_055_0221_C_D_R_0,0,R,D,17
C000013_056_0048_C_D_R_0,0,R,D,17
C000013_056_0048_C_D_R_0,0,R,D,17
C000013_056_0168_C_D_R_0,0,R,D,17
C000013_056_0168_C_D_R_0,0,R,D,17
C000013_056_0168_C_D_R_0,0,R,D,17
C000013_056_0168_C_D_R_0,0,R,D,17
C000013_057_0180_C_D_R_0,0,R,D,17
C000013_057_0180_C_D_R_0,0,R,D,19
C000013_057_0180_C_D_R_0,0,R,D,19
C000013_057_0180_C_D_R_0,0,R,D,19
C000013_058_0256_C_D_R_0,0,R,D,17
C000013_058_0256_C_D_R_0,0,R,D,19
C000013_058_0256_C_D_R_0,0,R,D,19
C000013_058_0256_C_D_R_0,0,R,D,19
C000013_063_0225_C_D_R_0,0,R,D,13
C000013_063_0225_C_D_R_0,0,R,D,13
C000013_065_0120_C_D_R_0,0,R,D,16
C000013_065_0120_C_D_R_0,0,R,D,18
C000013_065_0330_C_D_R_0,0,R,D,18
C000013_065_0330_C_D_R_0,0,R,D,18
C000013_065_0390_C_D_R_0,0,R,D,18
C000013_065_0390_C_D_R_0,0,R,D,18
C000013_065_0450_C_D_R_0,0,R,D,18
C000013_065_0450_C_D_R_0,0,R,D,18
C000013_066_0150_C_D_R_0,0,R,D,18
C000013_066_0150_C_D_R_0,0,R,D,18
C000013_066_0180_C_D_R_0,0,R,D,18
C000013_066_0180_C_D_R_0,0,R,D,18
C000013_067_0216_C_D_R_0,0,R,D,13
C000013_067_0216_C_D_R_0,0,R,D,18
C000013_067_0216_C_D_R_0,0,R,D,18
C000013_070_0216_C_D_R_0,0,R,D,13
C000013_070_0216_C_D_R_0,0,R,D,13
C000013_070_0216_C_D_R_0,0,R,D,13
C000013_070_0216_C_D_R_0,0,R,D,13
C000013_070_0216_C_D_R_0,0,R,D,13
C000013_071_0288_C_D_R_0,0,R,D,13
C000013_073_0224_C_D_R_0,0,R,D,13
C000013_074_0152_C_D_R_0,0,R,D,13
C000013_075_0075_C_D_R_0,0,R,D,13
C000013_077_0160_C_D_R_0,0,R,D,18
C000013_079_0040_C_D_R_0,0,R,D,18
C000013_079_0040_C_D_R_0,0,R,D,18
C000013_085_0252_C_D_R_0,0,R,D,17
C000013_085_0252_C_D_R_0,0,R,D,17
C000013_085_0252_C_D_R_0,0,R,D,18
C000013_085_0252_C_D_R_0,0,R,D,18
C000013_085_0532_C_D_R_0,0,R,D,17
C000013_085_0532_C_D_R_0,0,R,D,18
C000013_087_0210_C_D_R_0,0,R,D,17
C000013_087_0210_C_D_R_0,0,R,D,18
C000013_087_0210_C_D_R_0,0,R,D,18
C000013_089_0036_C_D_R_0,0,R,D,17
C000013_089_0036_C_D_R_0,0,R,D,18
C000013_089_0192_C_D_R_0,0,R,D,17
C000013_089_0192_C_D_R_0,0,R,D,18
C000013_089_0204_C_D_R_0,0,R,D,17
C000013_089_0204_C_D_R_0,0,R,D,18
C000013_089_0216_C_D_R_0,0,R,D,17
C000013_089_0216_C_D_R_0,0,R,D,18
C000013_091_0090_C_D_R_0,0,R,D,17
C000013_091_0090_C_D_R_0,0,R,D,17
C000013_091_0090_C_D_R_0,0,R,D,18
C000013_091_0135_C_D_R_0,0,R,D,17
C000013_091_0135_C_D_R_0,0,R,D,17
C000013_091_0135_C_D_R_0,0,R,D,18
C000013_091_0210_C_D_R_0,0,R,D,17
C000013_091_0210_C_D_R_0,0,R,D,18
C000013_091_0255_C_D_R_0,0,R,D,17
C000013_091_0255_C_D_R_0,0,R,D,18
C000013_094_0165_C_D_R_0,0,R,D,17
C000013_094_0165_C_D_R_0,0,R,D,18
C000013_094_0285_C_D_R_0,0,R,D,17
C000013_094_0285_C_D_R_0,0,R,D,18
C000013_096_0056_C_D_R_0,0,R,D,13
C000013_096_0056_C_D_R_0,0,R,D,17
C000013_096_0056_C_D_R_0,0,R,D,18
C000013_096_0476_C_D_R_0,0,R,D,17
C000013_096_0476_C_D_R_0,0,R,D,17
C000013_096_0476_C_D_R_0,0,R,D,18
C000013_096_0476_C_D_R_0,0,R,D,18
C000013_096_0476_C_D_R_0,0,R,D,18
C000013_097_0208_C_D_R_0,0,R,D,17
C000013_097_0208_C_D_R_0,0,R,D,17
C000013_097_0208_C_D_R_0,0,R,D,18
C000013_097_0208_C_D_R_0,0,R,D,18
C000013_098_0065_C_D_R_0,0,R,D,17
C000013_098_0065_C_D_R_0,0,R,D,17
C000013_098_0065_C_D_R_0,0,R,D,18
C000013_098_0065_C_D_R_0,0,R,D,18
C000013_098_0195_C_D_R_0,0,R,D,17
C000013_098_0195_C_D_R_0,0,R,D,17
C000013_098_0195_C_D_R_0,0,R,D,18
C000013_098_0195_C_D_R_0,0,R,D,18
C000013_101_0117_C_D_R_0,0,R,D,18
C000013_102_0052_C_D_R_0,0,R,D,17
C000013_102_0052_C_D_R_0,0,R,D,18
C000013_103_0054_C_D_R_0,0,R,D,13
C000013_107_0143_C_D_R_0,0,R,D,17
C000013_107_0143_C_D_R_0,0,R,D,17
C000013_108_0247_C_D_R_0,0,R,D,14
C000013_108_0247_C_D_R_0,0,R,D,18
C000013_108_0247_C_D_R_0,0,R,D,18
C000013_110_0252_C_D_R_0,0,R,D,18
C000013_110_0252_C_D_R_0,0,R,D,18
C000013_110_0476_C_D_R_0,0,R,D,18
C000013_110_0476_C_D_R_0,0,R,D,18
C000013_116_0168_C_D_R_0,0,R,D,17
C000013_116_0168_C_D_R_0,0,R,D,17
C000013_116_0168_C_D_R_0,0,R,D,18
C000013_118_0027_C_D_R_0,0,R,D,17
C000013_118_0027_C_D_R_0,0,R,D,17
C000013_118_0027_C_D_R_0,0,R,D,18
C000013_118_0027_C_D_R_0,0,R,D,18
C000013_122_0143_C_D_R_0,0,R,D,13
C000013_124_0112_C_D_R_0,0,R,D,13
C000013_124_0112_C_D_R_0,0,R,D,13
C000013_124_0112_C_D_R_0,0,R,D,18
C000013_129_0078_C_D_R_0,0,R,D,18
C000013_131_0075_C_D_R_0,0,R,D,13
C000013_131_0075_C_D_R_0,0,R,D,13
C000013_131_0075_C_D_R_0,0,R,D,18
C000013_132_0378_C_D_R_0,0,R,D,18
C000013_132_0378_C_D_R_0,0,R,D,18
C000013_133_0304_C_D_R_0,0,R,D,18
C000013_133_0304_C_D_R_0,0,R,D,18
C000013_134_0280_C_D_R_0,0,R,D,18
C000013_134_0280_C_D_R_0,0,R,D,18
C000013_134_0392_C_D_R_0,0,R,D,17
C000013_134_0392_C_D_R_0,0,R,D,18
C000013_134_0392_C_D_R_0,0,R,D,18
C000013_135_0210_C_D_R_0,0,R,D,17
C000013_135_0210_C_D_R_0,0,R,D,18
C000013_135_0210_C_D_R_0,0,R,D,18
C000013_135_0270_C_D_R_0,0,R,D,18
C000013_135_0270_C_D_R_0,0,R,D,18
C000013_135_0510_C_D_R_0,0,R,D,18
C000013_135_0510_C_D_R_0,0,R,D,18
C000013_139_0288_C_D_R_0,0,R,D,13
C000013_139_0288_C_D_R_0,0,R,D,18
C000013_140_0108_C_D_R_0,0,R,D,18
C000013_140_0132_C_D_R_0,0,R,D,13
C000013_140_0132_C_D_R_0,0,R,D,14
C000013_140_0132_C_D_R_0,0,R,D,18
C000013_142_0013_C_D_R_0,0,R,D,17
C000013_142_0039_C_D_R_0,0,R,D,17
C000013_142_0039_C_D_R_0,0,R,D,17
C000013_142_0247_C_D_R_0,0,R,D,17
C000013_143_0016_C_D_R_0,0,R,D,17
C000013_143_0016_C_D_R_0,0,R,D,18
C000013_144_0324_C_D_R_0,0,R,D,18
C000013_147_0054_C_D_R_0,0,R,D,13
C000013_147_0054_C_D_R_0,0,R,D,18
C000013_147_0054_C_D_R_0,0,R,D,18
C000013_147_0297_C_D_R_0,0,R,D,18
C000013_147_0297_C_D_R_0,0,R,D,19
C000013_160_0240_C_D_R_0,0,R,D,17
C000013_160_0240_C_D_R_0,0,R,D,17
C000013_160_0240_C_D_R_0,0,R,D,17
C000013_160_0240_C_D_R_0,0,R,D,17
C000013_160_0240_C_D_R_0,0,R,D,17
C000013_160_0240_C_D_R_0,0,R,D,17
C000013_160_0240_C_D_R_0,0,R,D,18
C000013_160_0480_C_D_R_0,0,R,D,13
C000013_160_0480_C_D_R_0,0,R,D,17
C000013_160_0480_C_D_R_0,0,R,D,17
C000013_160_0480_C_D_R_0,0,R,D,17
C000013_160_0480_C_D_R_0,0,R,D,17
C000013_160_0480_C_D_R_0,0,R,D,17
C000013_160_0480_C_D_R_0,0,R,D,17
C000013_160_0480_C_D_R_0,0,R,D,18
C000013_161_0275_C_D_R_0,0,R,D,17
C000013_161_0275_C_D_R_0,0,R,D,17
C000013_161_0275_C_D_R_0,0,R,D,17
C000013_161_0275_C_D_R_0,0,R,D,17
C000013_161_0275_C_D_R_0,0,R,D,17
C000013_161_0275_C_D_R_0,0,R,D,17
C000013_161_0275_C_D_R_0,0,R,D,18
C000013_161_0275_C_D_R_0,0,R,D,18
C000013_165_0130_C_D_R_0,0,R,D,17
